Generation,Elapsed Time (milliseconds),Elapsed Time (mm:ss.mili),Population Size,Tournament Size,Max Generations,Initial Tree Height,Max Tree Height,Mutation Tree Height,Initial Generation Method,Reproduction Method,Input Training Data,Final Fitness Goal,Crossover Probability,Reproduction Probability,Mutation Probability,Final Fitness,Final Height,Final isValid,First Fitness,First Height,First isValid,Final Tree,First Tree
302,1673," 00:01.673 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,2.220446049250313E-16,10,true,2.489986802333334E9,4,true,(((4-x)-4)/((5--6)+5))*(((-1/(((5-x)-5)/((x+4)+(((5-1)+((4--6)+(4+4)))--6))))-1)-(4*(x+(3*x)))),(((-8-x)-(-7*-4))/((5--6)+(-6+4)))*(((-9-7)-(1+4))-((4*1)*(x+x)))
178,780," 00:00.780 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,2.24320371345E10,4,true,(x*x)+(-2-(((7-9)-0)-(-7--5))),(((7-3)*(-9+-7))-((1-6)-(-3*-2)))*(((3/-4)*(x*5))-((-4-5)+(4+2)))
54,174," 00:00.174 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,9.31322596819939E-9,8,true,2.2378044772885715E10,4,true,(((6+6)+(-8+x))/((9*((3+6)*(-1/-3)))+(2/-2)))*(((((6+(-8*-1))/((3+9)+(-8+x)))+(((-8--8)/(-8+(-8+x)))/x))-(4-x))*((6+(-8*-2))+4)),(((-8+3)/(-2/-8))*((-6*-4)+(3/-5)))*(((-2/7)-(x+-9))+((4/-5)/(2*-6)))
29,65," 00:00.65 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.2434880371E10,4,true,(x*(5-(5-x)))+-2,(((1*9)-(-4/-3))*((2+5)+(8+9)))*(((0/-2)+(x--3))-((-5+2)*(7*5)))
26,79," 00:00.79 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.725290353973065E-9,8,true,1.2138142782759123E10,4,true,(((0+x)-(1/((0+x)-(1/((4-8)-(-4-x))))))*((0+x)-(1/x)))+(((-2/x)*0)/x),(((-1--2)/(8+-6))+((x*-9)*(x-0)))/(((x/x)*(9-8))+((8/7)*(-9*2)))
56,204," 00:00.204 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,10,true,2.2461722131E10,4,true,(x*x)+(8+((5-((5-(8+((5-(9+8))-((-1--4)+-1))))+8))-(-3+-1))),(((6/-8)-(-8--4))+((x+-4)*(9+8)))/(((1*-1)/(4+-7))-((9-9)*(-3--3)))
284,1256," 00:01.256 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.9099377579090415E-4,10,true,8.523849182729064E9,4,true,(((6/(((0*x)/(3/-8))+(-4+3)))/(6+2))/((5-4)/(-3+6)))-(((((((5/-8)+-4)/(((6*x)/-3)/(2/2)))-((-4/x)-((-4*-3)*(x+x))))/-3)*(x/8))-(((((0/-8)+-4)/(x/x))-(x-((x/2)/3)))/((((2+(x/x))/-3)-((6/(((4/2)/3)-(x/x)))-(-4*(x+(4+5)))))*(-4*4)))),(((x/2)*(x*-9))/((5*-1)-(-9/-4)))+(((-4/6)*(9/7))-((1/6)-(-8*-8)))
15,42," 00:00.42 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,7,true,1.688026464120046E10,4,true,((((-6/-6)-2)*(x-2))-((x-0)*((-7-((-1*-1)-7))+x)))/(((-6/-6)-(2+0))-(0/(-9*-6))),(((7/-9)*(1*-2))-((x-0)*(-8+x)))/(((-6/-6)-(2+3))-((-1*-1)/(-9*-6)))
77,185," 00:00.185 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,6,true,2.2457500959E10,4,true,x*(x-(((-9-(-6/-6))/-5)/x)),(((-9-1)+(1/2))*((4+6)-(-9*2)))+(((-8+1)+(6+2))*((8*9)*(5+x)))
16,30," 00:00.30 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,1807764.0,4,true,(((7+-4)+(x*x))+4)-9,(((-8+-4)+(x*x))+((2-x)*(3*-3)))-(((-4-8)-(-9*6))-((4+-2)+(3*-1)))
698,631," 00:00.631 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,6,true,2.245388871892857E10,4,true,x*(x+(x/(((x+x)/-4)*x))),(((x+-6)*(-2+9))-((8/-8)*(-8/-1)))*(((5/7)*(-7-3))*((-3/5)*(-5+8)))
37,138," 00:00.138 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.2385222589071426E10,4,true,(x*x)-((9*(-2/-9))*1),(((x*8)-(-2/-9))*((9+5)-(-8*5)))-(((9*0)-(3/4))/((2*-7)/(2*6)))
15,37," 00:00.37 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.1227431873194443E10,4,true,(x*x)+-2,(((x+5)*(5+x))*((5/2)+(-5/9)))+(((3--8)*(-8/-3))/((-1/-2)-(3/-2)))
35,92," 00:00.92 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,8,true,558287.2222234819,4,true,((x--6)*((3-4)+(x-5)))-(((-6/-6)-((9/((x/(x*-6))*-2))-(4*-2)))*(-1*-1)),(((1+x)-(2/-9))*((4-3)+(x-5)))-(((9/2)-(3-0))*((-5*-2)*(-1*-1)))
1503,6529," 00:06.529 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,4.5848401133352645E-4,10,true,3.212577308214284E9,4,true,((((x/(((x*(-8*(x*7)))*(x/8))*x))/((7*-2)*((-8*(x*7))+-3)))-x)*(((x/(((-8*x)*(x/8))*(((8*(-7-x))/5)*5)))/8)+((-8/((((-7*(x/7))+7)-x)-7))+((x/(((7*x)*x)*(8*(-7-x))))-x))))--2,(((-5+-5)*(x/7))*((x/5)+(-8-x)))-(((9+-6)+(6/1))-((-5+6)*(8--7)))
417,418," 00:00.418 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.1908937981277775E10,4,true,(x*x)+-2,(((2*4)*(3-0))-((5*5)*(-3+x)))*(((2/-9)+(7+6))+((5+-2)*(-7*6)))
2089,1886," 00:01.886 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,3,true,2.24611179228E10,4,true,-1+(-1+(x*x)),(((8*1)*(-7*0))-((-9+9)/(2*x)))+(((4/-5)-(-5/-2))+((-9*x)*(-6+0)))
39,59," 00:00.59 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,9,true,1.9975017943666668E10,4,true,((((((((x*x)+-9)+8)+-9)-x)+8)+-9)--9)+x,(((-6-6)*(3*9))-((8*-2)+(9-5)))+(((-3-x)*(x/-9))+((8-1)-(1+3)))
1029,3647," 00:03.647 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.878289177805527E-6,10,true,2.185920001E10,4,true,(((4+(((8/-5)/-3)+-9))-x)*(2*(9+1)))-(((8+(((((-5*2)+5)-(((-3+x)*2)/4))*((7-(-6-x))*(2*5)))-((4+8)/-9)))+9)/5),(((-5*-9)-(-6-x))*((2*6)-(-7-3)))*(((-1+5)/(5-6))*((2-9)+(-7*4)))
17,35," 00:00.35 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,10,true,2.2232532960666668E10,4,true,x*(((x*-4)/(((3+-3)/(((x*-4)/(((3+-3)/5)-4))+(-3/(x*x))))-4))+(-3/(x*((x-x)+(-3/-2))))),(((-6/-8)-(-8*9))*((3+-8)+(-7*-6)))*(((x*-4)/(-5-4))+((-3/-9)-(-1*-8)))
7,15," 00:00.15 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,7,true,6887.5,4,true,(((x*x)+(-7-9))-((-7-9)-(-9--7)))-((-7+7)*(((((x*x)+(1-9))-((9-7)-(-9-1)))-0)+(5-1))),(((x*x)+(1-9))-((9-7)-(-9--7)))-(((-2/8)+(-9*5))*((-7-0)+(-7-1)))
70,214," 00:00.214 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,7.683411240577698E-9,7,true,2.2392879487916668E10,4,true,((((-2-(x--4))/((-2-3)*3))/(-2-3))*((5*x)*(-5*3)))+(-2+((((5*x)/3)+(-2-((x--4)-(2--4))))*-9)),(((-3*-7)/(-2-2))*((5*x)*(-5*3)))+(((2-7)/(7+-4))+((-4+6)*(-3-9)))
13,33," 00:00.33 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,6230411.857141762,4,true,(((x--6)/(x/x))*x)+(((-6*(x+-3))-(-3-(-6/6)))-((-3--7)-(-3*6))),(((x--6)/(x/x))*((3*6)+(7+x)))+(((5+8)-(8+7))-((6*-7)-(2/7)))
81,270," 00:00.270 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.862645149230957E-9,9,true,2.0832166441944447E10,4,true,((x*6)/((2*6)/(3/-9)))*((((x*((6/(-7+6))+6))/x)+(7-7))-((x*6)+((-9*(((6/(-7+6))+6)*(6*7)))-(((-8*3)+(6*6))/x)))),(((9--5)/(6--6))*((6*1)*(-8*-7)))/(((-9/x)/(4*7))/((-8/7)+(-2-4)))
180,625," 00:00.625 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.19466311785E10,4,true,-2+(x*x),(((6*6)+(-7*-9))*((5*3)+(5+4)))*(((-2*5)*(x/-9))-((-5/-2)+(-4/8)))
47,114," 00:00.114 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,5,true,2.24036331247E10,4,true,((x-((1*2)/x))-((x-x)/((x+x)+(9/-8))))*x,(((7-0)/(8+2))-((4*4)-(9*8)))*(((2+0)*(3*x))+((1*3)+(-4*9)))
1280,6356," 00:06.356 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,9.565706599483081E-4,10,true,1809076.021742703,4,true,(((2+-3)-x)*(((x/x)-x)+((x--6)/(((3+-3)-(1*x))*((-8-x)+(-4/x))))))+((6/((-8/((-8--9)+((-8/(1+(3+-3)))-((-8--8)+-8))))*(((x/x)-x)+(-8--9))))/(((-4/x)+(((((-8-x)+-9)/(1*x))+(2/((-8-x)*((x-x)+(-4/x)))))-(((-8--9)/(-8--9))--9)))-(((((((-8-x)--6)+-8)/x)+-6)-(x+(((-8--9)-x)+((-8--8)+-8))))*(x+-6)))),(((2+-3)-(x+0))*((-8-x)+(-5/x)))+(((5--6)/(-8--9))+((5-8)*(-6*3)))
192,703," 00:00.703 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,9.107427190201689E-4,10,true,2.181421185E10,4,true,x*((((x-8)-(-3+x))/((4-((8-8)-6))*x))+((8/(((x/((4-8)*x))+x)*(8-((((4-8)*(8-x))*(-3*6))*((6*x)*4)))))+((6/((4-8)*x))+x))),(((8*3)+(-1-5))*((5-0)+(x/8)))*(((6-4)-(-8*-4))*((-7*7)+(-1--1)))
654,2017," 00:02.17 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.0058284205527457E-7,8,true,2.2431718761E10,4,true,(((((5-6)/((3/-3)+x))+((3-6)+((-2+x)-(-7+(3+-7)))))-5)*-3)*(5-(((3+((-7+(-7+x))-5))/3)-(-3+-7))),(((x+x)/(-5-0))-((3-7)-(-1+x)))*(((-9/-1)-(-5/6))+((9*-4)*(-3+-6)))
9,22," 00:00.22 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.2334345374454544E10,4,true,-6+(((x/1)*x)+4),(((-1-3)+(-9*7))/((-1/5)/(-2*-9)))*(((-8*-8)+(x--4))/((-1/5)+(6--3)))
143,508," 00:00.508 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.0989606480382719E-7,10,true,2.16795890995E10,4,true,(((7/(x/(x/(x/6))))/(((x/(x/(((-3-3)/-3)/((0+-4)+(7-7)))))+-3)+(-7-((7*(0*x))/9))))+(-7+(((((0*(0*x))+(-6*-4))+-4)+(x+(0+-4)))+(x+-9))))/(((-3-3)/(x/6))/((0+-4)+(-7-7))),(((9*9)/(4/6))-((x+-3)*(-7*6)))*(((8--8)/(7-9))-((-7*7)+(6*-9)))
11,30," 00:00.30 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,1.06583688295E10,4,true,(((x*(x+1))-(x+3))+(-6/(0--6)))+(0--2),(((0/-1)+(x/2))+((5*4)*(5*-8)))*(((-2*x)/(8--7))/((2+-5)/(8*3)))
56,198," 00:00.198 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,2.1683799536115211E-4,10,true,2.2465637238E10,4,true,(((x/-8)+4)-(((5/(4+(((8-9)+(x*(8-9)))*4)))/5)+((4/-1)--8)))*((((((4/-1)-(4/-1))/(5*3))/x)-4)-((((8/(((8-9)+(x*(8-9)))*4))-(((5/(2*3))/(x/(5--8)))/(-1+-6)))/(((4/(-2/-1))+4)-(-8+(((4-4)+(x*8))*-2))))+(((8-9)+(x*2))*4))),(((9/4)*(7+7))*((8+x)-(-2*-1)))+(((2-0)-(-6-3))-((-4*-4)+(-6-0)))
15,34," 00:00.34 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,6,true,2.21705615748E10,4,true,-2-(x*((((1*3)+(-2-7))-x)-(-5-1))),(((3*7)*(x/-3))/((1/3)/(-8*9)))-(((2-6)*(-4/-5))*((-1-x)+(2*-6)))
192,744," 00:00.744 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.9060336569579635E-4,10,true,2.2446853968E10,4,true,(((x*((8*-8)+-8))+(((((6*(8/-9))*8)+(-9+-8))*((6+-9)/(6/8)))*((2--9)/((-5+(-9*(8*-8)))*((8*(x/8))*((-9+6)*-9))))))+(((6*(8*9))*((((8*((8*-8)-6))+8)+-2)/(-8*((6*((x/8)/-9))*-8))))*(x/(8*((x+0)*((6*8)+-9))))))*((x/8)/-9),(((x+0)*(-1+-9))+((x-x)-(-2-7)))*(((-5+-9)/(-7+3))+((-7+-9)+(9+-9)))
16,40," 00:00.40 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.23095257075E10,4,true,(((4/-2)-(1-x))*((0+5)-(1-x)))-((1-(0+5))-(6-x)),(((3+0)/(-4+-4))/((-6+5)/(-6*-1)))-(((8--1)*(2--3))*((-3*6)*(x+9)))
220,694," 00:00.694 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,7,true,2.2369208901166668E10,4,true,((((6/7)*(((-6--6)/5)-x))/(-3*((x/7)*x)))-x)*((7+9)-((x--3)+(7--6))),(((4/-3)-(x*-4))/((4+-5)*(-7/-9)))*(((5/-9)+(8+5))*((1*-3)-(2--3)))
52,165," 00:00.165 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,7.184389861658591E-4,10,true,63.30246821540389,4,true,(((-5*9)+((-5+-5)/(6*(-6/-5))))/((7*9)+((((-6/-5)/((-6*(-6/(7*9)))-(((-6/-5)*(-5+-6))+(-6/-5))))*((-5/-5)/-5))+-5)))-((6*(-6/-5))-((x*x)+6)),(((-3*9)+(2/8))/((7*9)+(9+9)))-(((0/6)*(-6/-5))-((x*x)+(-5+-3)))
285,1046," 00:01.46 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,9,true,2.0786519267125E10,4,true,(x*((2+x)-((0/((6+x)-1))/((((2+x)/5)+((5/(-7-2))*-9))-((0-(2+0))+(-7-(-2--7)))))))+((((2*-9)/(5*-3))+(-4+(4-x)))-((-1+4)-(((6/5)/(0-6))-x))),(((-5+1)-(3*x))/((8*-5)/(2+x)))-(((5-4)-(-9--4))/((-2/6)*(1+4)))
166,448," 00:00.448 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,4.440892098500626E-16,10,true,1.961185347092E10,4,true,x*(3-((3/(((x/3)/((((4/3)*(8+4))/(8/(7*8)))-((8*3)+8)))-(((-3/(4/x))/(4/3))-(x+((x/-3)/5)))))-(x+-3))),(((-6-3)*(9*3))*((-7*8)/(-5/-6)))*(((3/-4)*(9*-4))-((4/5)-(x+-3)))
1559,6723," 00:06.723 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,7.353252343604566E-4,10,true,2.2464734151E10,4,true,(x-(-8/((((4*x)/(7*-9))*6)*((6*3)-7))))*(((x-(((((6*x)/(-5*(-5*x)))--5)*3)/(((6*6)*x)*(6*3))))-((((6*3)/(-5*(-5*x)))*3)/(((-5*((x+3)*x))*(((6/(6*4))*x)*((-5*(x-4))-7)))*x)))-(-8/((-5*6)*((-8/x)-((-5*x)+x))))),(((-5*0)*(7--5))+((-4*-4)+(3*2)))-(((x/1)*(2--4))*((2+-5)-(-1+4)))
9,25," 00:00.25 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,2.2318412727481857E10,4,true,-2+((8-7)*((x*(x-1))-(x/-1))),(((4-5)/(-2-1))+((x-4)*(6/7)))*(((-9*7)+(x/-8))/((-7/4)+(-8-6)))
73,232," 00:00.232 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.855704563682227E-6,9,true,2.2421605603E10,4,true,(x/((((-9/-9)+-9)+(((-9/-9)+-9)/((1*x)*x)))+(-8/(x*x))))*(((-8*x)*(-9/-9))+(1*((-9/((1*x)*x))/(((-9/-8)/-8)*((((-9/1)+-9)*x)/-9))))),(((2*5)-(-6*9))-((8/-3)/(-6+4)))/(((-5+4)/(-3+9))*((1*9)/(-6*x)))
47,147," 00:00.147 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,9.373106271214283E9,4,true,((-3+(x+1))*((9/-9)+(x+3)))-(1+(1+-4)),(((x/5)+(-9*-5))-((4-9)/(0--9)))/(((5/9)+(-4+5))/((7--4)*(-5+x)))
231,936," 00:00.936 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,4.493631422519684E-8,10,true,3.2303808565714297E9,4,true,((((((((-6*x)--6)/(-1*((-6*x)--6)))/-4)/x)*-1)-(0/(((((x*0)--6)/x)--6)-(((-6*-5)-(((-8/-6)+(-7+x))+-1))-((((x*0)--6)/x)-x)))))+((((0/(((x+0)*-7)-(x-(0-0))))*(((-7-x)*-5)-x))-(0/-6))+((x/7)-(-1/(-4*(((x+-1)--7)-((-6*x)--6)))))))*(((x+-1)--7)-((-6*x)--6)),(((2*-7)-(0/-6))+((x/7)-(-5/-4)))*(((5+-1)-(-9+1))-((-6*x)-(9*-8)))
4,10," 00:00.10 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.24573051455E10,4,true,-1-(((-4+x)+(-4+7))*((-1/1)-x)),(((-2*3)/(-4+-8))-((2--3)+(-4/-2)))-(((-4+x)+(-4+1))*((-1/1)-(-8*-9)))
