Generation,Elapsed Time (milliseconds),Elapsed Time (mm:ss.mili),Population Size,Tournament Size,Max Generations,Initial Tree Height,Max Tree Height,Mutation Tree Height,Initial Generation Method,Reproduction Method,Input Training Data,Final Fitness Goal,Crossover Probability,Reproduction Probability,Mutation Probability,Final Fitness,Final Height,Final isValid,First Fitness,First Height,First isValid,Final Tree,First Tree
314,1163," 00:01.163 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,2.3283153183228933E-10,10,true,2.1342403542593914E10,4,true,(-8+((((((x--6)--8)+x)*3)/6)-3))*(((x--6)-(((((((x--6)-(-3+3))--8)+((x--6)-(-3+3)))*3)/6)/((((x-1)--8)+((-6+-8)+3))/((-3+3)-1))))-3),(((3*-5)+(-7+3))*((-2-x)+(4/x)))/(((-7*9)*(4-2))/((1*1)/(-3/x)))
11423,12412," 00:12.412 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,3,true,2.233154306729512E10,4,true,(-4/6)+((-8/6)+(x*x)),(((-8--9)/(x+-2))+((x--7)+(-2*-2)))/(((-6/-7)/(-2+-8))/((0-6)*(-2*-5)))
130,492," 00:00.492 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,4.5717646414285797E8,4,true,(((4/(x+x))+x)*x)+(((-6--8)--2)+((-6-4)--2)),(((0+-3)*(-8-4))+((-6--2)+(-7+0)))/(((7/-2)/(x+1))/((x+-8)/(-2+-5)))
5055,5569," 00:05.569 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,4.072345561174917E-4,10,true,2.2463351769166668E10,4,true,((((x*x)+(-7/6))+((6/6)/(-7/6)))+((((((-7/-7)/(-7+((-7/-7)/(-7/6))))/8)/6)/8)/((-7/(-7/6))+-7)))+(((-7/6)/(-7+(-7/-9)))/8),(((x*-7)+(-7*5))/((1/-7)*(-8/-7)))-(((-2/9)+(-1*-9))+((-5+9)*(6/-6)))
20,54," 00:00.54 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.244033829E10,4,true,(-3-1)-((-6/(-3--6))-(x*x)),(((9-x)*(-7*9))/((9/-9)-(7/-5)))+(((7*2)/(7/6))*((-1-9)+(-6+1)))
577,2016," 00:02.16 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,3,true,9439518.0,4,true,-1+(-1+(x*x)),(((-7+x)+(-7--1))-((-6/3)-(-4*4)))*(((x-8)-(8-7))+((-7--5)+(-8+-1)))
21,51," 00:00.51 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,8,true,9.987853354E9,4,true,7+(((1-x)--2)*((((x*(5+(x+3)))-(x+3))*(0*6))-(x+3))),(((5-x)-(6--4))-((-4+1)/(1/8)))+(((4-x)*(5/9))*((0*6)-(x+3)))
29,82," 00:00.82 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,6,true,2.1639672245149353E10,4,true,(((((7-x)--9)/(7*-1))--8)*(-1-((5/(0-5))-7)))-((((5/(0-5))-7)/(8*-1))*((7-x)*(x--6))),(((8*x)*(7*-5))/((-4--3)/(6--9)))-(((x-6)*(3/-7))/((0/-4)+(5--6)))
48,158," 00:00.158 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,9.992007221626409E-16,5,true,2.2447854633E10,4,true,(((-7/9)-(x*(-1-x)))+(-1-x))+(-1-(-7/9)),(((-8+-7)+(1--4))/((-7-0)/(-4-3)))*(((-8*-4)-(-3/-2))+((8--4)*(-7-x)))
27,76," 00:00.76 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,1.87274762115E10,4,true,((((6/-6)/(6/-6))+(-6/-6))-((-2-x)*(4+(x-6))))*(((6/-6)/-6)+(-5/-6)),(((x+-9)/(-6+0))-((-8/-6)+(-3*1)))*(((7*0)*(0--6))-((x-6)-(0/-2)))
16,44," 00:00.44 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,9,true,2.2462862356166664E10,4,true,(((x*((-7+x)-(-3+-4)))-(1+0))+(((-2/x)*0)*(-3+-9)))+((-1-(-4*(-7*(5*0))))-(((((-2*((-7*3)/7))-(-4*8))/x)*0)*(-7*4))),(((x+-4)+(4+-8))*((-5/3)-(-6+-7)))*(((-9-3)/(-1+-3))-((1+-2)+(7+-7)))
36,92," 00:00.92 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,5,true,2.2391226330277775E10,4,true,x*((6/(x*(6-9)))+x),(((-8-7)*(2/6))+((-6+0)*(-7-5)))*(((3*0)+(-6/-1))+((6*x)+(1/-9)))
25,74," 00:00.74 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,8,true,2.2450868465571426E10,4,true,(((((7*6)-(2*(-6/(6*5))))--1)-(2*6))*(((((-5*1)*x)*1)*(x--5))*(-9--9)))+(((x*((-5*1)*x))+(8+2))*((-5-1)/(6*5))),(((-7+-2)-(2*6))*((-5*1)*(x--5)))+(((x*0)+(8+5))*((-6-5)/(7*1)))
43,116," 00:00.116 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,9,true,2.09594062815E10,4,true,(((x/((x*-1)-(((9/-1)*8)-(((9/-1)-x)*(8-x)))))-x)*(x*-1))+-1,(((9/-1)-(1*0))*((9+-7)*(7/-9)))+(((-7*7)*(-8+-1))*((-1+-2)*(x*-6)))
128,630," 00:00.630 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.0780595932E10,4,true,-2+(x*x),(((4*-7)*(1--2))+((0*-6)-(5--5)))*(((0+-1)*(-3--9))*((-8*-2)*(x-4)))
57,197," 00:00.197 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,8.881784197001252E-16,10,true,1.7979735561000004E10,4,true,((-6-(-9-8))-((x/-1)-(0+-9)))*((-7+(-5/-1))-((((-6-8)--6)/(-4*(((((-6-8)--6)-(8+x))+(-5/-1))--9)))-(1*x))),(((-1/8)-(-4/2))-((x/-5)-(0+-7)))*(((-9+-6)+(-6/5))-((5--6)-(-1+x)))
6,17," 00:00.17 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,1.4463792E7,4,true,-2+(x*x),(((x+-5)*(8*9))+((-2*-2)+(x*x)))+(((7--1)-(9*-6))-((-8*-2)/(-9+5)))
2382,12898," 00:12.898 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,9.615897867202849E-4,10,true,2.2099429389555557E10,4,true,((3/8)-(x*-1))*(((((((8+3)*4)-(8+8))*(3+(((3*4)/8)-4)))/((((x*-1)*(8+8))-8)-((8/(x+(x*5)))+(((8+(8+8))/(4+(x*x)))+(3/((4+3)/8))))))+(((8+-7)+((((4+3)/8)-(0+(8+-7)))/((8/(4+(x*x)))+8)))/(x*-1)))+(((5/8)-((8+-7)+(3/(((8+-7)+x)*(8*(-7*x))))))-(x*-1))),(((7+-8)/(-1/x))-((-1+-3)*(-6*x)))*(((4*4)-(9*-3))*((-8+-9)/(7+2)))
391,1314," 00:01.314 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.725290520506519E-9,9,true,2.1608116332807693E10,4,true,(((0-x)-(-7+3))+((-7+(3/(((-7+x)-((-5+-7)+-5))/(-7+((0-x)-3)))))/(-5/(-7/((((-7+x)-(-5+-5))+(3--5))+-7)))))*((-7+3)-x),(((6-x)-(-9+3))+((6+-5)-(-5+-7)))*(((9--8)+(x/-2))/((3/1)+(4--6)))
6,14," 00:00.14 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,602947.0,4,true,(((4+x)-6)*((-7+x)+(1+8)))-(((6-2)-(4+-9))-((3+0)-(-3+-5))),(((4+x)-(6-2))*((-7+x)+(1+8)))-(((2/-1)-(x+4))-((3+0)-(-3+-5)))
158,684," 00:00.684 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,6.983233400603694E-4,10,true,2.0429060959545456E10,4,true,(((6+6)-(8+((((2/x)/(((x*-7)/(-4/x))+8))/((((-7*1)*(x+x))/(-4/8))+x))+(-7*((-7*1)+-2)))))*(-4+(-6/-3)))-(((-8+((((x*-7)/(-4/x))+((((2/x)*-2)/8)*((2/(x*-7))/-7)))/((((2/x)*-2)+(-4*-7))-((2/x)*-2))))*(-9+(-7*1)))+-8),(((x*-7)/(-4/x))+((-3--3)*(-6+8)))/(((-5-3)+(-4*-7))-((2/-2)*(6/-8)))
380,1510," 00:01.510 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,3,true,2.214841461E10,4,true,(6+(x*x))-8,(((-6*8)-(5/-5))+((-5-x)+(2--9)))*(((-9-9)*(5/-1))*((0+0)-(9*2)))
119,353," 00:00.353 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,9,true,1.9354761032113094E10,4,true,(((8+(8+-4))+(((-8-x)+-8)-x))*((x*-4)+(((-4*-4)/((8+(8+-4))+(((-8-x)+-8)-x)))+8)))/8,(((-9-x)+(2*-8))/((0--4)/(8-3)))*(((8+-6)+(8*2))-((2/-7)-(x/-9)))
120,440," 00:00.440 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.958125383007882E-9,8,true,2.221189721E10,4,true,-2+(((-9/((-2/((6+-2)+7))*(7-x)))+((((7+x)/((-2/6)*(7-x)))/((-4+-2)*(-7-x)))-((-2/-2)+(6+x))))*(7-x)),(((-7+7)/(2+-6))/((-7--9)-(-7*x)))+(((x*3)*(-2*5))*((-5/-3)+(9*-5)))
99,272," 00:00.272 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.8626509779018363E-9,10,true,2.1821714478100002E10,4,true,(5-((x/5)--5))*(((((x-(-1-(-1*((-5/x)-5))))-6)-(-1-(-1*((-5/x)-5))))-6)-((-5+-1)*(x*-1))),(((-1-9)+(-1-7))-((6*-7)*(-7-6)))*(((x/5)-(-4*6))-((-5+-1)*(x*-1)))
263,907," 00:00.907 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,8.651600757048072E-4,10,true,2.10277129955E10,4,true,-1-((((1*(-1/-7))*7)+x)*((((((-3/-3)*1)*1)*(-1/-7))*7)+((((((-1/-7)*(-3/-5))*(-3/x))*(1/-7))/((-3/(1*((1/7)/-7)))+x))+(-1*x)))),(((4*-5)*(1*7))*((0/-3)-(-3/2)))*(((-5*-4)-(-3*x))*((-8*4)*(-3/-8)))
70,184," 00:00.184 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,3,true,2.13163174563E10,4,true,((x*x)-1)-1,(((4*-5)/(9+1))+((1/-9)/(8/5)))*(((x*-5)+(6/-5))*((4*9)*(7--9)))
15,40," 00:00.40 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,5.9604644775390625E-8,6,true,1.7486322986499992E10,4,true,-3+(3+((0--1)+((x+(-3/x))*x))),(((2*-8)-(x+6))/((0/-9)-(-9+6)))*(((4*x)*(8/-6))+((-1/-2)*(-7+-1)))
83,269," 00:00.269 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.862645149230957E-9,8,true,2.24661441765E10,4,true,((x*-1)/6)*((((((6/6)-((x+7)+6))+(7-(x+7)))/((((x*-1)/6)*x)+(x*-1)))-(-8+7))+(-1-(6*x))),(((8+-2)*(7/2))-((x--6)+(4+-2)))*(((-4*6)-(3/-1))+((-5-9)-(0-6)))
51,156," 00:00.156 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,1.96618424694375E10,4,true,((6-x)*((8/-5)-(-2/-5)))+(((2-x)*(x/-1))+(-2*-5)),(((-4*8)*(-7-1))*((8/-5)-(-2/2)))+(((-7*-1)+(x*6))+((3-x)*(x/-8)))
7,19," 00:00.19 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,2.2453550293E10,4,true,(((x*x)+(-8+-4))+((-3/4)*(-6+-8)))+((8-0)/(8*((0--4)-6))),(((-5+-6)/(3*3))*((-5*-6)/(-4*-2)))/(((1*4)+(-9--8))/((x*6)*(-1+-9)))
13,39," 00:00.39 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,7,true,200995.66666794638,4,true,(((-1+-6)-(-7+9))+((-7+7)/(0+((5*(-8-3))/1))))-(((-8-8)+-2)-((-8-3)+(x*x))),(((-1+-6)-(-7+9))+((-7+-6)/(0+-3)))-(((x-8)+(-1*-2))-((-8-3)+(x*x)))
31,96," 00:00.96 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,9,true,2.1819784977428574E10,4,true,(((-9/-9)/(-5*(x/(7-((x+-3)-(-5*(x/-5)))))))-((((6/6)--2)+-3)-(-5*(x/-5))))*x,(((x/-7)/(-6-0))-((-9+-3)-(-5*-6)))*(((-5/5)/(6/6))*((x/-5)*(1--5)))
17,47," 00:00.47 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,8.425530739125E9,5,true,((x/8)*(x-(x*-7)))-2,(((5+-4)+(x/8))*((-6*-3)-(x*-5)))-(((1/2)*(-3*1))*((2+7)*(2/(-6/-7))))
25404,26265," 00:26.265 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,3,true,2.2452679824357796E10,4,true,((x*x)-1)-1,(((-5--7)-(5*4))/((7/-8)-(-8*-5)))-(((-8/-7)*(7*2))*((6/4)+(x*-6)))
108,352," 00:00.352 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,9,true,2.202577593E10,4,true,(x-((((-2--1)-(x*(-1+1)))+2)*(((x-0)-(x+3))*((-2/((1-1)+((-2--8)*x)))*(1+1)))))*x,(((0*-7)/(2/-8))+((3-8)-(-2*-1)))*(((7--2)+(0-4))*((-8*8)*(7+x)))
8,26," 00:00.26 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,3214228.125,4,true,(((x--7)*(x-7))+((8*-7)*(2+-3)))+(((9/-8)*(-1*-2))*((-1*-2)*(9+-7))),(((x-9)*(x-7))+((8*1)*(2+-3)))+(((9/-8)*(-1*-2))*((-1/8)*(1+-7)))
17,51," 00:00.51 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,9.499490360997953E-8,6,true,2.143174817665278E10,4,true,((x/1)-(1/(((x/1)/-2)+x)))/(1/x),(((x*1)+(1/-8))-((7+6)+(0-6)))/(((7--5)*(5--4))/((-4+-1)*(9-x)))
73,250," 00:00.250 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,6,true,1.395683676729168E9,4,true,(2*-4)-((-6+(((-7--7)-(-6+3))*x))-(x*(x+3))),(((3+6)-(3+x))*((-7+-8)/(8/4)))*(((-7/-2)+(x/8))+((2*2)*(-7/-9)))
811,1361," 00:01.361 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.917404683528858E-6,4,true,2.24670630665E10,4,true,(((x*x)+(-4/6))+(-4/6))+(-4/6),(((-1-4)*(-8+6))+((3/-3)+(7*2)))*(((3*8)-(4/-4))*((-6*6)*(-7*8)))
12,30," 00:00.30 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,6,true,1.1238545236E10,4,true,(x*x)+(-4+(((8+-3)+7)-(-3+((8+-3)+8)))),(((-2+-6)-(8--4))+((x+-6)+(-3/-6)))*(((5+7)*(-1*x))*((4/-6)/(8*2)))
7892,37227," 00:37.227 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,7.032938732335903E-4,10,true,8601381.916668326,4,true,(((x+-9)-(9/(x+((-4-4)/((x+(-9/-3))-(9-(-9+-9)))))))+(4/(((((x+(-4-4))+((-9-x)/(x+(x+4))))+(-9-((-9/-3)/9)))+(-9/(x+(2+-4))))-(((x+-9)+-9)/-3))))*(((4/((x+-9)-(-9/((x+(-4-4))+-9))))/((9/(-9-(4/9)))--1))-(-5-(x+4))),(((x+-9)-(4/9))+((-8*-6)+(1--1)))*(((-1*9)/(8+4))-((2+-6)-(-1+x)))
5,13," 00:00.13 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,1004555.0,4,true,(((6-6)-((-7--8)+x))*((-7--8)-(x/1)))+(((9--8)-(4--2))-((-4--9)+(9+-2))),(((6-6)-(-4+x))*((-7--8)-(x/1)))+(((-3--8)-(-7--2))-((-4--9)+(9+-2)))
2878,10460," 00:10.460 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.2468815303979164E10,4,true,3+(((x*x)+-6)+1),(((7*-6)/(-6*-6))+((3*x)/(0+1)))*(((-1+6)*(-1+2))-((-4-7)/(8*6)))
46,153," 00:00.153 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,9,true,2.0618608954063576E10,4,true,((((1+5)*((5+(-3/6))-((-3/6)-(((1+-2)*5)/6))))-1)-((7+5)*(x*x)))/(((7+1)/(-1/(5+1)))/((-3/6)*(-8/1))),(((6+5)*(6--2))-((7+5)*(x*x)))/(((-7-8)*(7+4))+((6/-4)*(-5-8)))
176,760," 00:00.760 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,5,true,2.1729665612823532E10,4,true,(((x*(-9/9))*(x*(-9/9)))-(-9/-7))-(-5/-7),(((-8*-7)*(-9*6))*((7*-3)/(-9-8)))*(((1+-2)*(8+x))-((-9--9)+(8/4)))
42,168," 00:00.168 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,8,true,1785966.6666632923,4,true,(((x/-4)*(7-3))+((0/6)*(-3+(6+7))))*(((-1*7)-(x-(6--1)))-(3/(-9*((((6-3)-3)/9)+((1/6)*x))))),(((x/-4)*(7-3))+((0/5)*(-8--2)))*(((-1*8)-(x--1))-((6-3)/(-9*3)))
45,136," 00:00.136 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.958120942115784E-9,4,true,2.244191621286111E10,4,true,((-1*x)--1)*(((3-2)/(-1+x))+(-1+(-1*x))),(((7/2)/(9--9))-((5*5)*(9+-3)))*(((-3-2)/(1/-8))+((-1+-7)+(-1*x)))
41,137," 00:00.137 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,10,true,2.242616850327778E10,4,true,(((-9*7)-(0*7))*(x*(((0--1)*(x/8))/-9)))-(-1-(((((x*(((0--1)*(x/8))/((4+0)*(-8--5))))+-1)*-4)-5)*(-1*-3))),(((-9*5)-(0*7))*((x*-5)+(-6*-4)))-(((5/9)*(1--4))-((x-5)*(-1*-3)))
35,99," 00:00.99 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,2.3283153183228933E-10,6,true,2.246880293575E10,4,true,((x*-1)--4)*(((x+(5-(-6--1)))/((x*-1)--4))-((-1--4)+x)),(((7/-1)-(-1-9))/((4/3)/(x*7)))+(((-5-7)-(-6/3))+((3+5)*(-9+6)))
13,32," 00:00.32 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,8237589.0,4,true,(x*x)+(5+-7),(((0-1)+(2*x))*((9*-3)+(x+7)))-(((x*x)-(-5+4))-((-6+8)/(1/-6)))

